"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","chrom","strand","left","right","symbol","name","location"
"ENSG00000159753",67.368,1.024,0.127,8.035,0,0,"16","+",67678821,67691472,"RLTPR","RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing [Source:HGNC Symbol;Acc:HGNC:27089]","16:67678821-67691472"
"ENSG00000102981",182.174,0.258,0.096,2.681,0.007,0.032,"16","+",67694848,67696677,"PARD6A","par-6 family cell polarity regulator alpha [Source:HGNC Symbol;Acc:HGNC:15943]","16:67694848-67696677"
"ENSG00000124074",328.295,0.207,0.07,2.944,0.003,0.016,"16","-",67696847,67700667,"ENKD1","enkurin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25246]","16:67696847-67700667"
"ENSG00000141098",581.407,0.826,0.041,19.966,0,0,"16","-",67708433,67753242,"GFOD2","glucose-fructose oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28159]","16:67708433-67753242"
"ENSG00000141084",496.29,0.366,0.049,7.47,0,0,"16","-",67757004,67840555,"RANBP10","RAN binding protein 10 [Source:HGNC Symbol;Acc:HGNC:29285]","16:67757004-67840555"
"ENSG00000038358",855.63,0.106,0.041,2.569,0.01,0.042,"16","+",67906925,67918406,"EDC4","enhancer of mRNA decapping 4 [Source:HGNC Symbol;Acc:HGNC:17157]","16:67906925-67918406"
"ENSG00000213398",284.38,0.276,0.099,2.799,0.005,0.023,"16","-",67973652,67978034,"LCAT","lecithin-cholesterol acyltransferase [Source:HGNC Symbol;Acc:HGNC:6522]","16:67973652-67978034"
"ENSG00000124067",1204.655,0.174,0.048,3.6,0,0.002,"16","-",67977376,68002597,"SLC12A4","solute carrier family 12 (potassium/chloride transporter), member 4 [Source:HGNC Symbol;Acc:HGNC:10913]","16:67977376-68002597"
"ENSG00000072736",309.878,-0.165,0.058,-2.874,0.004,0.019,"16","+",68118653,68226115,"NFATC3","nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3 [Source:HGNC Symbol;Acc:HGNC:7777]","16:68118653-68226115"
"ENSG00000263276",32.131,-0.428,0.136,-3.138,0.002,0.009,"16","+",68258615,68261637,"RP11-96D1.10","","16:68258615-68261637"
"ENSG00000262160",367.081,-0.383,0.052,-7.395,0,0,"16","-",68259871,68263048,"RP11-96D1.11","","16:68259871-68263048"
"ENSG00000103067",1628.716,-0.487,0.046,-10.521,0,0,"16","-",68263013,68270035,"ESRP2","epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:26152]","16:68263013-68270035"
"ENSG00000261469",6.801,-0.665,0.231,-2.879,0.004,0.019,"16","-",68270747,68271570,"RP11-96D1.6","","16:68270747-68271570"
"ENSG00000103066",362.899,-0.441,0.058,-7.602,0,0,"16","+",68279206,68293826,"PLA2G15","phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]","16:68279206-68293826"
"ENSG00000260441",47.686,-0.321,0.112,-2.875,0.004,0.019,"16","-",68290064,68292770,"RP11-96D1.7","","16:68290064-68292770"
"ENSG00000132600",319.583,-0.166,0.057,-2.925,0.003,0.016,"16","+",68344876,68358693,"PRMT7","protein arginine methyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:25557]","16:68344876-68358693"
"ENSG00000184939",378.006,-0.192,0.053,-3.631,0,0.002,"16","+",68563992,68592008,"ZFP90","ZFP90 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23329]","16:68563992-68592008"
"ENSG00000062038",1014.968,-0.153,0.044,-3.503,0,0.003,"16","+",68670091,68679221,"CDH3","cadherin 3, type 1, P-cadherin (placental) [Source:HGNC Symbol;Acc:HGNC:1762]","16:68670091-68679221"
"ENSG00000103047",104.412,-0.29,0.082,-3.542,0,0.002,"16","+",68877506,68901879,"TANGO6","transport and golgi organization 6 homolog [Source:HGNC Symbol;Acc:HGNC:25749]","16:68877506-68901879"
"ENSG00000103044",196.481,-0.274,0.064,-4.293,0,0,"16","+",69139466,69149453,"HAS3","hyaluronan synthase 3 [Source:HGNC Symbol;Acc:HGNC:4820]","16:69139466-69149453"
"ENSG00000168802",433.644,-0.147,0.051,-2.895,0.004,0.018,"16","-",69151912,69166473,"CHTF8","chromosome transmission fidelity factor 8 [Source:HGNC Symbol;Acc:HGNC:24353]","16:69151912-69166473"
"ENSG00000141076",702.216,0.142,0.049,2.916,0.004,0.017,"16","+",69165193,69173806,"UTP4","UTP4 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:1983]","16:69165193-69173806"
"ENSG00000168807",556.471,0.659,0.081,8.085,0,0,"16","+",69221031,69342955,"SNTB2","syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2) [Source:HGNC Symbol;Acc:HGNC:11169]","16:69221031-69342955"
"ENSG00000132603",364.005,0.377,0.055,6.889,0,0,"16","+",69373332,69377014,"NIP7","NIP7, nucleolar pre-rRNA processing protein [Source:HGNC Symbol;Acc:HGNC:24328]","16:69373332-69377014"
"ENSG00000132604",407.04,0.155,0.048,3.209,0.001,0.007,"16","-",69389463,69419891,"TERF2","telomeric repeat binding factor 2 [Source:HGNC Symbol;Acc:HGNC:11729]","16:69389463-69419891"
"ENSG00000103018",1115.427,0.263,0.039,6.69,0,0,"16","+",69458427,69500169,"CYB5B","cytochrome b5 type B (outer mitochondrial membrane) [Source:HGNC Symbol;Acc:HGNC:24374]","16:69458427-69500169"
"ENSG00000102908",557.068,0.371,0.126,2.945,0.003,0.016,"16","+",69598996,69738553,"NFAT5","nuclear factor of activated T-cells 5, tonicity-responsive [Source:HGNC Symbol;Acc:HGNC:7774]","16:69598996-69738553"
"ENSG00000262136",97.649,0.222,0.083,2.655,0.008,0.034,"16","+",69760915,69776466,"CTD-2033A16.3","","16:69760915-69776466"
"ENSG00000141101",380.363,0.19,0.054,3.546,0,0.002,"16","-",69775769,69788843,"NOB1","NIN1/RPN12 binding protein 1 homolog [Source:HGNC Symbol;Acc:HGNC:29540]","16:69775769-69788843"
"ENSG00000198373",712.068,-0.121,0.046,-2.65,0.008,0.034,"16","+",69796208,69975644,"WWP2","WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16804]","16:69796208-69975644"
"ENSG00000157322",13.357,-0.557,0.193,-2.891,0.004,0.018,"16","+",69984809,69997889,"CLEC18A","C-type lectin domain family 18 member A [Source:HGNC Symbol;Acc:HGNC:30388]","16:69984809-69997889"
"ENSG00000255185",13.955,0.484,0.192,2.516,0.012,0.048,"16","-",70044653,70099679,"PDXDC2P","pyridoxal-dependent decarboxylase domain containing 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:27559]","16:70044653-70099679"
"ENSG00000168872",701.898,0.189,0.038,4.959,0,0,"16","+",70380731,70407286,"DDX19A","DEAD (Asp-Glu-Ala-Asp) box polypeptide 19A [Source:HGNC Symbol;Acc:HGNC:25628]","16:70380731-70407286"
"ENSG00000157350",172.92,-0.231,0.081,-2.867,0.004,0.019,"16","-",70413337,70472991,"ST3GAL2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10863]","16:70413337-70472991"
"ENSG00000268927",978.136,0.155,0.061,2.528,0.011,0.046,"16","+",70695569,70699739,NA,NA,"16:70695569-70699739"
"ENSG00000103043",661.636,-0.132,0.05,-2.66,0.008,0.033,"16","-",70721341,70729496,"VAC14","Vac14 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25507]","16:70721341-70729496"
"ENSG00000157429",39.116,-0.348,0.122,-2.86,0.004,0.02,"16","-",71498452,71516039,"ZNF19","zinc finger protein 19 [Source:HGNC Symbol;Acc:HGNC:12981]","16:71498452-71516039"
"ENSG00000260593",62.75,1.011,0.108,9.344,0,0,"16","-",71657610,71660719,"RP11-432I5.2","","16:71657610-71660719"
"ENSG00000140832",1136.627,1.073,0.043,25.142,0,0,"16","+",71660063,71663583,"MARVELD3","MARVEL domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30525]","16:71660063-71663583"
"ENSG00000040199",530.004,0.548,0.068,8.067,0,0,"16","-",71671737,71715757,"PHLPP2","PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:29149]","16:71671737-71715757"
"ENSG00000166747",2349.233,0.589,0.053,11.142,0,0,"16","-",71762912,71843104,"AP1G1","adaptor related protein complex 1 gamma 1 subunit [Source:HGNC Symbol;Acc:HGNC:555]","16:71762912-71843104"
"ENSG00000224470",1301.258,1.208,0.088,13.705,0,0,"16","+",71879893,71891231,"ATXN1L","ataxin 1-like [Source:HGNC Symbol;Acc:HGNC:33279]","16:71879893-71891231"
"ENSG00000182149",1340.974,0.154,0.035,4.392,0,0,"16","+",71879898,71950997,"IST1","increased sodium tolerance 1 homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:28977]","16:71879898-71950997"
"ENSG00000102984",165.238,0.622,0.082,7.575,0,0,"16","-",71893582,71918075,"ZNF821","zinc finger protein 821 [Source:HGNC Symbol;Acc:HGNC:28043]","16:71893582-71918075"
"ENSG00000140830",226.46,0.332,0.059,5.634,0,0,"16","-",72078187,72127456,"TXNL4B","thioredoxin like 4B [Source:HGNC Symbol;Acc:HGNC:26041]","16:72078187-72127456"
"ENSG00000259768",15.844,0.471,0.186,2.531,0.011,0.046,"16","+",72699068,72821143,"RP5-991G20.1","","16:72699068-72821143"
"ENSG00000261764",28.218,-0.848,0.143,-5.945,0,0,"16","+",72762514,72763793,"KRT18P18","keratin 18 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:33386]","16:72762514-72763793"
"ENSG00000140836",371.271,0.885,0.06,14.634,0,0,"16","-",72816783,73082274,"ZFHX3","zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:777]","16:72816783-73082274"
"ENSG00000259901",145.492,0.244,0.079,3.068,0.002,0.011,"16","+",72823141,72825522,NA,NA,"16:72823141-72825522"
"ENSG00000271009",3.04,1.076,0.266,4.05,0,0,"16","+",73094368,73096215,"RP11-346C20.3","","16:73094368-73096215"
"ENSG00000259972",264.599,-0.162,0.059,-2.741,0.006,0.027,"16","-",74339099,74344205,"AC009120.6","","16:74339099-74344205"
"ENSG00000260539",293.147,0.213,0.061,3.524,0,0.003,"16","-",74481324,74483790,NA,NA,"16:74481324-74483790"
"ENSG00000090863",2660.865,0.238,0.041,5.751,0,0,"16","-",74485855,74641012,"GLG1","golgi glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:4316]","16:74485855-74641012"
"ENSG00000168404",69.937,-0.59,0.098,-6.027,0,0,"16","-",74705752,74734688,"MLKL","mixed lineage kinase domain-like [Source:HGNC Symbol;Acc:HGNC:26617]","16:74705752-74734688"
"ENSG00000103089",117.843,-0.319,0.085,-3.734,0,0.001,"16","-",74746852,74751004,"FA2H","fatty acid 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:21197]","16:74746852-74751004"
"ENSG00000103091",649.528,0.164,0.042,3.892,0,0.001,"16","-",74907467,75019046,"WDR59","WD repeat domain 59 [Source:HGNC Symbol;Acc:HGNC:25706]","16:74907467-75019046"
"ENSG00000186187",1322.148,0.726,0.05,14.417,0,0,"16","+",75032927,75144892,"ZNRF1","zinc and ring finger 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:18452]","16:75032927-75144892"
"ENSG00000247033",87.915,0.786,0.093,8.408,0,0,"16","-",75142498,75144610,"RP11-252E2.1","","16:75142498-75144610"
"ENSG00000168928",6.437,1.377,0.248,5.544,0,0,"16","-",75237993,75241083,"CTRB2","chymotrypsinogen B2 [Source:HGNC Symbol;Acc:HGNC:2522]","16:75237993-75241083"
"ENSG00000240338",3.615,0.794,0.262,3.029,0.002,0.012,"16","+",75259971,75262093,"RP11-331F4.4","","16:75259971-75262093"
"ENSG00000050820",2187.206,1.419,0.048,29.722,0,0,"16","-",75262927,75285507,"BCAR1","breast cancer anti-estrogen resistance 1 [Source:HGNC Symbol;Acc:HGNC:971]","16:75262927-75285507"
"ENSG00000166822",144.863,-0.205,0.078,-2.649,0.008,0.034,"16","-",75476951,75498587,"TMEM170A","transmembrane protein 170A [Source:HGNC Symbol;Acc:HGNC:29577]","16:75476951-75498587"
"ENSG00000260731",67.158,-0.254,0.099,-2.561,0.01,0.043,"16","-",78082379,78083794,"KRT8P22","keratin 8 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:33374]","16:78082379-78083794"
"ENSG00000178573",4.891,-1.101,0.25,-4.402,0,0,"16","-",79619739,79633799,"MAF","v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog [Source:HGNC Symbol;Acc:HGNC:6776]","16:79619739-79633799"
"ENSG00000166446",455.429,1.02,0.068,14.992,0,0,"16","-",80631802,80838226,"CDYL2","chromodomain protein, Y-like 2 [Source:HGNC Symbol;Acc:HGNC:23030]","16:80631802-80838226"
"ENSG00000166451",721.593,0.162,0.047,3.475,0.001,0.003,"16","+",81040102,81062927,"CENPN","centromere protein N [Source:HGNC Symbol;Acc:HGNC:30873]","16:81040102-81062927"
"ENSG00000166454",1347.049,0.67,0.044,15.119,0,0,"16","+",81069451,81080963,"ATMIN","ATM interactor [Source:HGNC Symbol;Acc:HGNC:29034]","16:81069451-81080963"
"ENSG00000166473",50.257,-0.422,0.128,-3.304,0.001,0.005,"16","-",81134479,81147586,"PKD1L2","polycystic kidney disease 1-like 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:21715]","16:81134479-81147586"
"ENSG00000153815",391.674,0.201,0.058,3.492,0,0.003,"16","+",81478774,81745367,"CMIP","c-Maf inducing protein [Source:HGNC Symbol;Acc:HGNC:24319]","16:81478774-81745367"
"ENSG00000197943",59.123,-0.274,0.104,-2.625,0.009,0.037,"16","+",81772701,81892768,"PLCG2","phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]","16:81772701-81892768"
"ENSG00000086696",3.173,0.68,0.265,2.569,0.01,0.042,"16","+",82068608,82104675,"HSD17B2","hydroxysteroid (17-beta) dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:5211]","16:82068608-82104675"
"ENSG00000140945",14.565,-0.831,0.197,-4.223,0,0,"16","+",82660407,83830204,"CDH13","cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753]","16:82660407-83830204"
"ENSG00000140961",892.514,0.995,0.078,12.742,0,0,"16","+",83981886,83991255,"OSGIN1","oxidative stress induced growth inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30093]","16:83981886-83991255"
"ENSG00000140943",5024.83,0.268,0.04,6.769,0,0,"16","-",84087367,84091649,"MBTPS1","membrane bound transcription factor peptidase, site 1 [Source:HGNC Symbol;Acc:HGNC:15456]","16:84087367-84091649"
"ENSG00000103160",830.741,0.635,0.053,11.946,0,0,"16","-",84155885,84178793,"HSDL1","hydroxysteroid dehydrogenase like 1 [Source:HGNC Symbol;Acc:HGNC:16475]","16:84155885-84178793"
"ENSG00000154099",239.956,0.33,0.085,3.88,0,0.001,"16","+",84178864,84203879,"DNAAF1","dynein, axonemal, assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30539]","16:84178864-84203879"
"ENSG00000103168",1919.383,0.256,0.07,3.642,0,0.002,"16","-",84211457,84220655,"TAF1C","TATA-box binding protein associated factor, RNA polymerase I, C [Source:HGNC Symbol;Acc:HGNC:11534]","16:84211457-84220655"
"ENSG00000140955",35.403,-0.534,0.129,-4.15,0,0,"16","+",84224743,84230772,"ADAD2","adenosine deaminase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30714]","16:84224743-84230772"
"ENSG00000250685",35.528,-0.357,0.125,-2.864,0.004,0.019,"16","-",84226163,84230659,"RP11-486L19.2","","16:84226163-84230659"
"ENSG00000261286",93.481,-0.378,0.095,-3.993,0,0,"16","-",84492864,84500967,"RP11-517C16.2","","16:84492864-84500967"
"ENSG00000103187",1096.16,0.261,0.051,5.159,0,0,"16","-",84599199,84651683,"COTL1","coactosin-like F-actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18304]","16:84599199-84651683"
"ENSG00000135686",1084.974,0.396,0.049,8.073,0,0,"16","+",84682130,84695920,"KLHL36","kelch like family member 36 [Source:HGNC Symbol;Acc:HGNC:17844]","16:84682130-84695920"
"ENSG00000103194",1778.672,0.624,0.041,15.302,0,0,"16","+",84733583,84813187,"USP10","ubiquitin specific peptidase 10 [Source:HGNC Symbol;Acc:HGNC:12608]","16:84733583-84813187"
"ENSG00000103196",149.651,-0.247,0.072,-3.439,0.001,0.003,"16","+",84853589,84943114,"CRISPLD2","cysteine-rich secretory protein LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25248]","16:84853589-84943114"
"ENSG00000153786",2293.071,0.526,0.034,15.408,0,0,"16","-",85007786,85045141,"ZDHHC7","zinc finger, DHHC-type containing 7 [Source:HGNC Symbol;Acc:HGNC:18459]","16:85007786-85045141"
"ENSG00000135709",1265.326,0.715,0.048,14.902,0,0,"16","+",85061374,85122055,"KIAA0513","KIAA0513 [Source:HGNC Symbol;Acc:HGNC:29058]","16:85061374-85122055"
"ENSG00000131149",6409.104,0.364,0.044,8.19,0,0,"16","+",85645014,85706960,"GSE1","Gse1 coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:28979]","16:85645014-85706960"
"ENSG00000131153",1711.817,0.895,0.054,16.493,0,0,"16","-",85709803,85722605,"GINS2","GINS complex subunit 2 (Psf2 homolog) [Source:HGNC Symbol;Acc:HGNC:24575]","16:85709803-85722605"
"ENSG00000154102",455.187,0.607,0.088,6.917,0,0,"16","-",85723689,85784616,"C16orf74","chromosome 16 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:23362]","16:85723689-85784616"
"ENSG00000131148",533.802,0.189,0.047,4.015,0,0,"16","-",85805363,85814864,"EMC8","ER membrane protein complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:7864]","16:85805363-85814864"
"ENSG00000103257",8388.427,-0.477,0.048,-10.028,0,0,"16","-",87863628,87897245,"SLC7A5","solute carrier family 7 (amino acid transporter light chain, L system), member 5 [Source:HGNC Symbol;Acc:HGNC:11063]","16:87863628-87897245"
"ENSG00000260466",277.137,-0.446,0.069,-6.444,0,0,"16","+",87870137,87871269,"RP4-536B24.2","","16:87870137-87871269"
"ENSG00000225614",26.219,-0.619,0.152,-4.062,0,0,"16","+",88493878,88507157,"ZNF469","zinc finger protein 469 [Source:HGNC Symbol;Acc:HGNC:23216]","16:88493878-88507157"
"ENSG00000179588",192.671,0.759,0.111,6.824,0,0,"16","+",88519724,88603424,"ZFPM1","zinc finger protein, FOG family member 1 [Source:HGNC Symbol;Acc:HGNC:19762]","16:88519724-88603424"
"ENSG00000158545",1161.704,0.177,0.053,3.361,0.001,0.004,"16","+",88636788,88698374,"ZC3H18","zinc finger CCCH-type containing 18 [Source:HGNC Symbol;Acc:HGNC:25091]","16:88636788-88698374"
"ENSG00000185669",16.867,-0.547,0.183,-2.98,0.003,0.014,"16","-",88744089,88752901,"SNAI3","snail family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:18411]","16:88744089-88752901"
"ENSG00000174177",322.532,0.703,0.079,8.848,0,0,"16","+",88772870,88781794,"CTU2","cytosolic thiouridylase subunit 2 homolog (S. pombe) [Source:HGNC Symbol;Acc:HGNC:28005]","16:88772870-88781794"
"ENSG00000103335",9357.219,0.678,0.064,10.666,0,0,"16","-",88781750,88782685,"PIEZO1","piezo-type mechanosensitive ion channel component 1 [Source:HGNC Symbol;Acc:HGNC:28993]","16:88781750-88782685"
"ENSG00000260121",1462.597,0.789,0.064,12.32,0,0,"16","+",88785022,88786867,"RP5-1142A6.9","","16:88785022-88786867"
"ENSG00000224888",493.838,0.613,0.122,5.042,0,0,"16","+",88797587,88805596,"RP5-1142A6.2","","16:88797587-88805596"
"ENSG00000260617",85.25,0.579,0.151,3.84,0,0.001,"16","+",88808038,88808775,"RP5-1142A6.7","","16:88808038-88808775"
"ENSG00000141012",482.567,-0.134,0.049,-2.743,0.006,0.027,"16","-",88880141,88923374,"GALNS","galactosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4122]","16:88880141-88923374"
"ENSG00000129993",875.296,0.32,0.046,7.036,0,0,"16","-",88941265,89007606,"CBFA2T3","core-binding factor, runt domain, alpha subunit 2; translocated to, 3 [Source:HGNC Symbol;Acc:HGNC:1537]","16:88941265-89007606"
"ENSG00000261226",33.033,0.653,0.155,4.204,0,0,"16","-",89003186,89004164,"RP11-830F9.7","","16:89003186-89004164"
"ENSG00000176715",772.147,0.129,0.047,2.72,0.007,0.029,"16","+",89154782,89180881,"ACSF3","acyl-CoA synthetase family member 3 [Source:HGNC Symbol;Acc:HGNC:27288]","16:89154782-89180881"
"ENSG00000170100",230.564,0.33,0.068,4.846,0,0,"16","+",89284117,89284715,"ZNF778","zinc finger protein 778 [Source:HGNC Symbol;Acc:HGNC:26479]","16:89284117-89284715"
"ENSG00000167522",2827.492,0.952,0.045,20.986,0,0,"16","-",89334037,89556726,"ANKRD11","ankyrin repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:21316]","16:89334037-89556726"
"ENSG00000268218",260.918,0.963,0.084,11.459,0,0,"16","+",89334511,89339452,"AC137932.4","","16:89334511-89339452"
"ENSG00000260279",11.034,0.532,0.209,2.548,0.011,0.044,"16","+",89363915,89364717,"AC137932.5","","16:89363915-89364717"
"ENSG00000261574",1.679,0.827,0.263,3.15,0.002,0.009,"16","-",89458782,89478972,"RP1-168P16.2","","16:89458782-89478972"
"ENSG00000261118",16.999,0.544,0.185,2.949,0.003,0.015,"16","-",89558424,89570868,"RP11-104N10.1","","16:89558424-89570868"
"ENSG00000167523",388.533,1.155,0.07,16.401,0,0,"16","+",89724209,89737675,"SPATA33","spermatogenesis associated 33 [Source:HGNC Symbol;Acc:HGNC:26463]","16:89724209-89737675"
"ENSG00000158792",276.328,-0.266,0.088,-3.018,0.003,0.013,"16","-",89762750,89768103,"SPATA2L","spermatogenesis associated 2-like [Source:HGNC Symbol;Acc:HGNC:28393]","16:89762750-89768103"
"ENSG00000158805",793.094,0.282,0.074,3.804,0,0.001,"16","+",89786807,89804689,"ZNF276","zinc finger protein 276 [Source:HGNC Symbol;Acc:HGNC:23330]","16:89786807-89804689"
"ENSG00000204991",734.973,-0.276,0.07,-3.965,0,0.001,"16","+",89884586,89916970,"SPIRE2","spire-type actin nucleation factor 2 [Source:HGNC Symbol;Acc:HGNC:30623]","16:89884586-89916970"
"ENSG00000141002",1193.032,-0.122,0.046,-2.683,0.007,0.032,"16","+",89939999,89950471,"TCF25","transcription factor 25 (basic helix-loop-helix) [Source:HGNC Symbol;Acc:HGNC:29181]","16:89939999-89950471"
"ENSG00000258839",292.096,-0.238,0.086,-2.762,0.006,0.026,"16","+",89978526,89981576,"MC1R","melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor) [Source:HGNC Symbol;Acc:HGNC:6929]","16:89978526-89981576"
"ENSG00000258947",58.385,-0.462,0.112,-4.132,0,0,"16","+",89987799,90001643,"TUBB3","tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]","16:89987799-90001643"
"ENSG00000140995",734.381,-0.166,0.056,-2.991,0.003,0.014,"16","+",90014332,90034468,"DEF8","differentially expressed in FDCP 8 homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:25969]","16:90014332-90034468"
"ENSG00000177946",181.173,-0.196,0.064,-3.057,0.002,0.011,"16","-",90036205,90038942,"CENPBD1","CENPB DNA-binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28272]","16:90036205-90038942"
"ENSG00000003249",559.911,-0.204,0.066,-3.111,0.002,0.01,"16","-",90071272,90076529,"DBNDD1","dysbindin (dystrobrevin binding protein 1) domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455]","16:90071272-90076529"
"ENSG00000141013",604.938,-0.314,0.059,-5.339,0,0,"16","+",90086036,90097660,"GAS8","growth arrest specific 8 [Source:HGNC Symbol;Acc:HGNC:4166]","16:90086036-90097660"
"ENSG00000222019",254.949,-0.355,0.078,-4.562,0,0,"16","-",90106168,90114033,"URAHP","urate (hydroxyiso-) hydrolase, pseudogene [Source:HGNC Symbol;Acc:HGNC:43695]","16:90106168-90114033"
"ENSG00000260923",57.662,0.609,0.117,5.194,0,0,"16","+",90252404,90283343,"AC137934.1","","16:90252404-90283343"
"ENSG00000179409",396.912,0.327,0.055,5.939,0,0,"17","-",647653,655501,"GEMIN4","gem nuclear organelle associated protein 4 [Source:HGNC Symbol;Acc:HGNC:15717]","17:647653-655501"
"ENSG00000167693",810.67,0.389,0.049,7.956,0,0,"17","-",702552,767351,"NXN","nucleoredoxin [Source:HGNC Symbol;Acc:HGNC:18008]","17:702552-767351"
"ENSG00000177370",238.126,0.268,0.073,3.665,0,0.002,"17","+",900356,906911,"TIMM22","translocase of inner mitochondrial membrane 22 homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:17317]","17:900356-906911"
"ENSG00000167193",1176.551,0.666,0.061,10.934,0,0,"17","-",1323982,1359517,"CRK","v-crk avian sarcoma virus CT10 oncogene homolog [Source:HGNC Symbol;Acc:HGNC:2362]","17:1323982-1359517"
"ENSG00000132376",409.586,0.212,0.054,3.959,0,0.001,"17","-",1397864,1420182,"INPP5K","inositol polyphosphate-5-phosphatase K [Source:HGNC Symbol;Acc:HGNC:33882]","17:1397864-1420182"
"ENSG00000174238",1079.295,0.168,0.033,5.125,0,0,"17","-",1421011,1466110,"PITPNA","phosphatidylinositol transfer protein alpha [Source:HGNC Symbol;Acc:HGNC:9001]","17:1421011-1466110"
"ENSG00000167703",927.054,-0.135,0.045,-2.984,0.003,0.014,"17","-",1472560,1532130,"SLC43A2","solute carrier family 43 (amino acid system L transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:23087]","17:1472560-1532130"
"ENSG00000074660",23.791,-0.486,0.163,-2.974,0.003,0.014,"17","-",1537151,1549041,"SCARF1","scavenger receptor class F member 1 [Source:HGNC Symbol;Acc:HGNC:16820]","17:1537151-1549041"
"ENSG00000185561",53.668,-0.523,0.114,-4.587,0,0,"17","-",1611063,1613732,"TLCD2","TLC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33522]","17:1611063-1613732"
"ENSG00000186594",169.312,0.369,0.082,4.512,0,0,"17","-",1614804,1619504,"MIR22HG","MIR22 host gene [Source:HGNC Symbol;Acc:HGNC:28219]","17:1614804-1619504"
"ENSG00000167716",269.525,-0.327,0.063,-5.176,0,0,"17","+",1619816,1634521,"WDR81","WD repeat domain 81 [Source:HGNC Symbol;Acc:HGNC:26600]","17:1619816-1634521"
"ENSG00000132386",89.261,-0.34,0.108,-3.141,0.002,0.009,"17","+",1665252,1680868,"SERPINF1","serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1 [Source:HGNC Symbol;Acc:HGNC:8824]","17:1665252-1680868"
"ENSG00000186532",162.461,-0.265,0.071,-3.723,0,0.001,"17","-",1682778,1733175,"SMYD4","SET and MYND domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21067]","17:1682778-1733175"
"ENSG00000185924",372.594,0.951,0.059,16.085,0,0,"17","-",1837970,1928639,"RTN4RL1","reticulon 4 receptor-like 1 [Source:HGNC Symbol;Acc:HGNC:21329]","17:1837970-1928639"
"ENSG00000070366",355.984,-0.173,0.064,-2.69,0.007,0.031,"17","-",1963132,1965551,"SMG6","SMG6 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:17809]","17:1963132-1965551"
"ENSG00000167720",415.091,0.186,0.047,3.971,0,0.001,"17","+",2206676,2221194,"SRR","serine racemase [Source:HGNC Symbol;Acc:HGNC:14398]","17:2206676-2221194"
